Results of 3 bytes, method: ownmethod
cda2fbc013b9621c43c30c0104d0501a39cde6198720d8cc2972342d06355e0e , 1369
10d8b7c0ee8c7d607a59abd649a7bf125e529574fe4e0058ab2ba703212eb85f , 258
da7a6de21bb50311ddd51b18519b1576e0a011cbe781207a4a1d782a4cd9337a , 1433
81dbaa7f566ab7515eec966a303c138c55c58831c1a28f0f163e684ec61b8007 , 266
ebc07813d4b0209efc47a2517f71be8686c86697277a0c3faf2d36abd38b3687 , 2188
8085e4d13bc2625fb6aa523046b118bc284e99a6526d26197786bfff4c67b246 , 1862
30f51365b806255f7cba7d82f1861c2137825ab14247b7e629c98c5217148720 , 830
62b510ed9ab1620131c10b7c8abd354f0f726ab6232a1cf314abd567a948a7f6 , 1335
7118ab32c54d908ab8291bcd42636e9269992dd953b4e63ff1244016ed0256a2 , 2591
c01c6e26e3277663156cbed522de80b6ed28f5f6309155aea0f0aec1470ba9dc , 2905
7f5269115707b3a52f230731bfa4039a6b5ae26e7e0ff351c363593ae5bb2f61 , 454
57dd348dedb4dcff0c0340b189b3cb35276d650fd36fde13a6c1063bfe0dce29 , 1231
fa901e816df5d1f7d20b5b69de873c05bede9266f8379c2eba8410696a4728e6 , 455
b227ab0230941a9854f4e1615942b0861d286c8b065ae198338c24e6254fa764 , 1066
37ca75aa9bceb6c0c19f77934bc1550cd78552ecbce91f009bbf0d11131de793 , 45
9220199d06cf57921304b3006ad926388545a58170b53b8726e43997c32e9dba , 2506
de9af397cfb09ea8708ba592c368d23c8b31994fb000d53bd78438559753d4d1 , 165
ce520017eec695f518cfe7d50b515c5a8bf7c9da33672df86d1d9a540a146a93 , 679
7ee301e884e5f89cb5a42f41eb7480af4f8c2db616002cc7bcb1f28a1728dda3 , 4661
75ffdbed7844169c8857d708a2ceab652ac18b7bf277fcea145017258e954289 , 807
b455682e7d55463c82a0e46ffa8c68a454a0854f2ce9ca5b87eeec5e5cd28182 , 188
2636958a34142df0caf5bdb9571e183a4ad9821bac32fbef4f66994aa593ea8a , 228
8bca3364193534161e7627384af648abc7cde6f9759b131922098a9f3ca9fc39 , 696
7b42f75f73ca5c1d2e775608eee3de406c7b58011deb89fecd37f927f785bbfc , 314
5a371ac768de2fb99894762439493bf6f4fb8d0065a08feb2c84fe6834dedec9 , 3636
f92bb5c2e99829d973d949d330e17f872c7cdb3f8487c5277067c536c31fee8d , 944
4681763d47bffd11e9b4a08c13446a046e09fc64ec1e6cd422d0aab2a20404e6 , 316
658b84ebc8fbbec680330ad766d58c9e6610a0730cb7cec21fc40cd7dc11a44b , 2698
915ce7e76aa116416c7604831917d78dbe0cbc4a07e3e60232f55bfd9298aa5d , 786
e1890324794a98109b90834cb69f241e3bd59aeaa81406756c7f8d0bb044a000 , 488
7c0966572dd7f48dbcb4c0f4676c47e83df1f84bccb408c10440a8aafd47c3d6 , 1217
a6fe4f7135d8b51c880e7247fd09815eedcbb1cae59aaae41a25b018ca2488af , 211
43bacc2ab2c01cae3b5fce06140c5eec051a3120c3f6078d079bcb1345068caf , 949
e666fc394ac0f1ff9e0b93f926ece7780c783eb0da4e0746c27c772d0e2cc6b1 , 51
7f6005e19e6d78a8542bf12aa29dee21b6ab427b1fa6120fbac477baa85c8fa2 , 896
704c7678362868f89ddac903ff6cc837f37f611c047fbcb1ad33e42b9c2cd4c5 , 114
b8dec172b4cb0d060f43838b794eb8f1bf8a2204cda7b6107ae908eddfd67463 , 5370
027dc3b6597160d7da55e2ff6e759692d0bdb744f86c4e1f524f9de03fed30df , 242
6c544bc5014800437e3f74a1c32dd9fbc38515b0d50d38f60cce2693fb14c271 , 260
decb18c7fe4e8091cf01b7b5f6336d999344aa0c070e6bc998b7aa6927bebf77 , 1653
74ef2bfc7b4a5d9c48233b244d098e7dd7ead2b729b9374a49df87cfb3059139 , 1786
0a5a2ff7e8d014c517650b34692fe72614c4cec52305f298277f5bf61ddb4583 , 2767
e8a8aa6ace02c64f47594bf78f573522d592ebfd5d611db2d5f9cb7025103ce1 , 985
784e6e904642db951ab0836f0824bc8e1ffb5a124eb4e68df238dd5a771fb338 , 705
4683a308eaa51a3496f8f57f060102c7f0dd34942fc481c8e1bc339eefec937b , 267
d7f7c50a4140d622f20ae1fddb3cbd4749f52a3a3041e70e4b3a8d0e423af6fe , 304
b7e7a1f13ae4862d1c81483294e56f0e2ff8839f0b2e71b7c8b609b8e8be40a7 , 1923
bc39af01c5d169a4bf1099083c3d5db6bd4290b7bc65ef50f0eb1daf3971013e , 3684
5cb84ba25124c89b67c0b45aa7377ba58b7cdd1c2345fd54214e361a9b162b65 , 830
92bbb1e6d9091d110895f25c2822e206bcc004fe8c907bef2f1668a27fa68275 , 570
aa5096cd145edefbe707f78dc2bf6680a8a67e124593fe723373f4da652975e0 , 39
bb138bfcd0bd421843171493e31607376857aa37d32336dd5074d4d8460b32a1 , 17
bfa1405dee4966ea609274ba99bb1872ffeb2a0f661fc95fb6cf3441ed7aec37 , 751
0022a368981a7286edca2bc6a74e1804888c0133b44257e4f871fb470a554f3a , 1491
3e4f0ddd8899e9c3548047785bd6f6ae99a9aee7160e06939d42654ba0735a40 , 84
cc27732628228504665af02bf5f47833da0dd613872312f157ffe522e8680398 , 1272
efe5cf75cace4824da1f155e0f7d797a6ed84f2b5e6358c819364c2beb3d4d3d , 647
4cdeef096c6761945aae8cbd06f6eb3dca2318b6024883f6ffe345ed28a1ab00 , 3954
2b7f96970c6fd411377ee15fdac3bc22f9e8b10bef01cb679b4d1712ceab60dc , 3908
13cf266795303d17918a6ea3bab86f8ca94131d5610ac523c65a2e8727746d8b , 2287
e924991adca18657a1a0f38126243188c5cd8ca5d885413bf0bcc2670d41b563 , 602
183f9eead6d49aa320cd0d0cb1da261c1d77e5b99c2aebc41c34ab143be3225d , 263
e870ec91ea910c813ec0898f6724861ed4bebfc4c9a6a644fcb7916849b69703 , 1905
9bb2ca2bdba1cc922ea3c4dab5af735837c32837de8f7fe909345c9dd0546f42 , 42
409ef3d898b780a566a83f5588f76e32fe1c9c2d03b26b06d4082a3a7d924b57 , 640
f171dfc1e9852dfc37dcc3c1f2ca47961108fe9dd38354f3811bdb4d500b3860 , 194
7f0b34dc7bb004483cc5693fd1da8faf5cdffb012b534461383275a445a49b31 , 517
78078882be466a8801a7000f1c63b7793b23e56b94c98bee5e05ad9a7caeba59 , 2425
030de4d21bb16736d995ae9685b3a0dee994a473b37b29e8bd84d2c1b075b0a1 , 3603
aa2d3d6a328a8bcbd59dc2a6f74796011e8c9e515a86215a4cc1b90095a2197e , 1951
ea2923d2095b1a20eadafc507ce5c700f74c8aba3956921590b596870d01aa0c , 207
bbd8175a250c20a5ff3cbf86253ba09258a4747f6b633b65c33bca25f7dfa9d8 , 170
2e38e2ff003fbff84fce90c55476a42cd5887a4d1daadf8cac9c9417c42bbbfe , 1813
028204c7e66467286f235996594cd2a20f681cd1e935d5c7485f46194422e1d4 , 232
8740801748f29edbab7951ba1c1dd8b6fe891eec338b71c53259933ab16f4b9a , 3830
3b5405f654b625c84806534fb4d2bc1a116319ddbf5ebc7de6ae990273af97bb , 5153
66dc4c98c05c2c963bce9f6356c5f19642bbeba36a8210120b727d7d0e4a727c , 1029
4394f9ae9d4c05fafcc2db163c8029bb223fd07357ced9c659ad7a39026614bb , 729
e387d3b2dd798483d4c68cac4c39883a6f54f5107f15bc853fce0709222d8345 , 1922
91b81923127bbd53490c2b027c4eb000cd27de6bdd446496d5f3513e2d2661b5 , 793
c29e881e08280a260a33924b5dfb26fa02db005aea878c151eeaf32cc4497a8e , 884
7a1f765f78ff50f194eb92ae2f9e1552f3501f7992dcacb7e118216aa917c62e , 769
ac3db65d87de99ac9208bd7bfb3aebda03d29fdd7881b7f1ebfab8eeeb61a720 , 2135
51f6f843557d3c1f2a50a93848e2c1392c5e16706f424297f586de9f9b67b245 , 1191
e3568bd6a87a77dfc14ca223cf231b2971874c14ebd8ebcd6d96392b7e22c21d , 935
2067c0df0d1439d9aa6cc09b5ce549a39e2c0d71042ea3c0b1d378a07b8b7bcd , 2874
f3134c925bf95152047b6e438d118f680353c17cf32dca8c2a6356c2de6dd229 , 762
57a668b18d4e790784ec51e5182da2aa96bcf93dd23dd48d1a27de24104fb7ea , 558
cfb02d34a23572a0856b5a821855343aa5af5536fd8778df76469620b47243c1 , 1157
49f6b39a6e3ef8c467fbd2ad3af7ef5c258f18a81145a9855306d9a7b58a5489 , 2336
ac9295ee3386ddce7370c40876e112d0f9bf0c783b39ba7f4b6f9f4749f806ae , 445
14216979ed33938978780c21c3eb9a3228691c1e390fb66bf114651a6543ad0c , 24
cd789bbaefa9daa37005c0758b89cbaac9ea75c400fb067d90e6767c19df5a9f , 980
470c92ed07be38afc23b42607f38dbfa14f8a1f3ddc72222cd36e9f84d89e1b9 , 2705
27e5cb599fecb7e340c348ece5f2e9071fa2ebed08097a8ff904aaf7aaaf14d3 , 1697
bec07d363d4c77ee1fde143e77df34cffc2c652cd0b25f2772d0a78caa41f2f3 , 1075
ae4c128fe4193acbb2372c65d3763c0006a9640f63d1885b9e5043369fe0fa96 , 329
16bf6e68a36fd11db0b61b3b4d44a54111a5c88ef393dba2d91d6ae4f036ff88 , 1142
32a8aa088a4a13eee4be4f102ecf3e6ac550db235990996a2e5971c57c653b54 , 53
6151f7079f006552cce08f9c45617788f4c3efef97e068aeedda22ee61a5763e , 452
2d20468eca915bc0110a7e475532984f2c42de1a6856d3ec866735d577004092 , 616
fb2ca852e7fe1fb6135628df6942758248541c784e6dee7d88d12d9af51ad8c9 , 9
7873aaa51a98809632e6ba4dedd00d3efdd765450672bd4e5f63bb7f230c242d , 1224
10f902da6ee1549f8785c969689f63fa149e3537b619c6ac81eaa72c8e11baea , 1556
c5dfd9ca7db5e3b5361c296dfea98acb4a5c41638ecaa7c25a222fa4a9629727 , 2034
308fae4764dadae0d1768caea232860b9dbcab03fd22586666d6e56c23dc5b2a , 2636
b0d45bc3c47fd30c05b65e6bde26cad05ea8eaf1b4543b24e9bf3333ff5ac466 , 602
51eec39ce3afdcf9dbc9607ffbbff734aee6747ac43886e68d7ecf0ab05c5218 , 668
1c0e4997a96d56ddf315cc125b98f89025db299acc8b01b6c2a19d72e2a5eadf , 4119
0e02e79214dc59f0f14064c35d64d2a5d6e3076d032acac368a1c7374b5992b3 , 2615
25e4746cd8e4b23d8b5650618772122836b36deabfb840aa47bf4671c86e4e6e , 695
426fa3694d1c3f7fb8930c2be794ba8c7307d6e813a7a85847e867fc21a486d3 , 1243
f3c8e55b79703c44a6df535e12f2cabf2804b530307e858937ce4ef83fb86768 , 590
3a9820d499c9513ec6cb720075c484ca4a9b3ae72b5fba474674b9d6951b1be3 , 58
34f81d3885ab16fb1d7936e793eb36633c229c805d75428df8b2cbc78e4ceb1e , 1046
39898b22b8086eaad229175c923df30f549c75438516bbf8f9442d0f01330b49 , 1545
632eee68409d38e87d7e3e82456a46cc2c64cdc0ac30b73c590a6f88955ca1c4 , 3009
9a1476a339f8d578dc7148392850b1b73734ca490069385336dbfde1c14c2a3a , 519
9f774f5fa3bc59c4b3735d9a90ad0a3049b5f3ffd82739b62136067852163217 , 238
f7da5a32d474d182a2651d08f532a8409af5d746127e27120ce5182698ca37f8 , 2164
cc4fa3a9c19b2817f91773245609726893fe05a76e838d85a7d5f5fda719826f , 1980
34b6ee57e3e9808c44c9cf841dab4986b40a97a5f6c29b69b9aa22a396f50dc7 , 296
b91afddab65d99574015ce37b2019dbfbb33957c3065fccaa320fed5085d7b7d , 2125
f65d5f7ae5098f8639deede97cb1e1566ff8599bf2959c7f489bb32dd8642ea3 , 27
f34d23e08cfd87f1275bc9294724a17285b475980aa000260fce197c96d9a6d1 , 576
ac1ed3dfbb9b1ea494f64eb7e43fb57ccee33d2b60c45e7ff8700c86ff6e1a0d , 1875
e746e95be28c7e4e9d7a024b364267c846b05bd1ba43ac3cd77b50eba33a007c , 2596
d59c897c04b540b02781b5109bb204c632cb68c078752c8d1963f48202ace01e , 596
066397314983a80388a584620ce08b4b3d1c4ffec53acf849619b80fa8417bea , 1091
24534d8fa8dc4f3fd8d9a1d289aa34aa7b17f3379fb346d64d299d567ff44748 , 139
61ad0eb5673935245da9991b3610dab9bfeac48e0007ead75dfe15ecd3eb90ac , 55
4323176e76603cc17f82d97e37c5e2018129898f1f26c95a2402112d92b021f8 , 560
994c93f38b549cc5154b3a6b87eb9a73fc3460de35ff2d57d90e8e7cc5209637 , 626
d9c50f986174973931e57ae77c59129d6c98ccd88f33c9f2741d881a1ce3b303 , 360
cc8333f4c82845487478d2a834c398f69cb354d9dbec6fb37e90ad758fcfbf6c , 70
ff32963e1d81ddffd75f212a04ba753ea6133a7bd295f312df630b4575181a50 , 5807
a51243068ec09f648254ed5a9775be64f025f68117e9ca3f1b45209eec3c9d78 , 1552
6ecc229fae924940f5f7dc550c10f73ccc484c78cdc7f0b3c5e061b8b2f4047c , 4576
6a16f6ef08ac5d29078506435a2b06abcc81fc43b526ca57f70a7969d8615a21 , 1702
7858a22837a9831b13bd43c305a4f79f4dfe545b536bd9afcc9707e05fede1fa , 296
d00754ed7413e148ee7b75d559c59dccaeee1f0e587fb6b2d8adaf4ef1ab196b , 1177
4cf14a837018993e1d43219008bce3d949e7b0d41803e5dbd2ce21bfe232094c , 134
572499da1df2fab2ed74b934b9485bd799ffe2b2f8aaf246c9b290c6dc32985c , 955
c2577691c6cd5c92ec2b04373e6e8efeb6001ddbb65e149999bec5984fb94565 , 41
c43d30535f8bcd1d5e518f1b3599711da34a17aefa42627dde187cd37d6804f7 , 154
7427ec21a332d935a50f3c194ba5d05029b6d9432ffeca2019c1551bc004ff05 , 683
332ed3612679c794e9bff2243d93684e4892fb0e841a18c201a91132603ddbc5 , 2715
fe6ee4e2676512b608f0ac6b07e9d975b30c04a0bdbe91d5fe20b8454a0ccd5d , 275
4a0161b6ede81afc65bcf6586153f5020bfd24f9df175a040a3cc38b03322561 , 2547
d0859aaeaf86e23e00bca761ac31ec07d96d281be1c0e03303ad8e0b12172106 , 683
e1370f9e70d28c82ef1949f55c94acce4eea1286f613258da5699ac1c5365071 , 308
887acc9723132e21972fa8af6643b447de67ccd396895726c082c8908fb1fdfd , 1826
ae1061fca8b8ba14261de62b6efdbcc51336d39acd7e59aa23694ff3f134c263 , 980
b3f64b3b1e57163d0602988a77ddd6bc53c4309e3f39977b9f8d3f9858ea9f82 , 1466
081ecd8fddaa48baa671fab14255082a3aa85283762c8deb1f3219487d4be6ea , 34
7e7ff245928cf191aeaca8848da394d6f8993e5bc40a6c44a3ad7274cccbd6e5 , 393
da8a258df62013ce1d85a316f7bbe955af30487b9064eee941289b2a76d76dd9 , 2381
7eeded084ff1d0e3174dc9298763bff20382bfb653a2cff2b3ac96b0879bd6be , 160
685e31c97fe5e8c031dfca0b6efc2954605b3358cfea4b66b1f811c2febbeba9 , 3640
cd608d708b160f4501156e1fe42a6ae8ebe8ab88158056e8a9612822ac77e2ec , 18
7624b4ec627b80d105a99c239c188d1fbe868d4ac6d8c1aa49378b9b7996f818 , 2364
b42aab57cf3577c988dca08752903d5fc8a9fa52be106620c4480dd6051c03e9 , 3986
fcfe1bbee5a8af45633ece49d64731a497d15f7c01850ac68d5a32e9089f32a1 , 1535
07db7f7eb622bf5d3a08f25a6f5cb69a212d0733c1d5c5e06cc00b773853d499 , 215
b841362263d899ce3d0ebf93a58fada79921ffaec14875c48abaa33cf8abfdfd , 904
cc53d1a614c072156e5abc8e80a9f2e007f0860e232a0b1d2eda347ba5d896f6 , 114
83f43c267dbc82f9d4711db8da7682f1911564e42191811322e23b27722491f2 , 2256
c73f312e04f1e674bd3d87480b6708958e0482971b430c722545ffb28433e3ef , 1645
1f302e0cdf3f03f17116ce3c295ea5f46646c6ac29058bb948f3d115323e7338 , 483
5ad2f65d8587486388a5b9aacca7740e0fa6a96676f031154f877fa45c1a6f3f , 93
f07b7ebd6f9882adaba4fdcce8bbf95737cf0d040a6758ade753d7bfb23b9bcc , 3047
7897d541dbcbdc1c7e15c53e2aa3204dc0cbb4484c0a7f56ea85c42d01ec1a50 , 2319
300538298f313fbae6b19e39b42d8bf4f435d21d1998a28257d0cd1d9f47a717 , 4246
10015c4aea23230f6fd67adf8979ae426dd15e2373f9f8210fa919c03be619eb , 887
ba03d2922b0ca8c071784d3e5eff0808784307f834ab8e31691a33b8c1a310fe , 1401
be6ededb88a1a04f14fb2aaf9c61521a5c9a0fcab9a8acf29d4d16c2784213b3 , 40
07b63c3b1a718f21d029e90a5118eaa89302f9fad89713ec44a9eb7b108dfbac , 58
15e649b82dd015bda9256b1ff9b212ba82342e84c831b88b116fab094fcd7c5c , 2044
f4d3357665083b8c653903613c4c03c1b7769828321d9d193e3da3af57ef6946 , 199
b921dfec7c7fa0d3a02b216d5e41f398493dd71543edefbc7b7350265b17699b , 572
eeda26e20eccd1f6596c2bc43667bdd4dd0dbf8f7869291ba1425e379595018d , 298
7cb254596fffe0fb13462b4186a4476a221f9b9a56da07ffbc970ed588669297 , 740
1e40f986c058b391e73accbecb951eae07e3afcab39b6b9e2bee8367510ce7ee , 808
833a08ba2a21462a1d49a7e50042ed01fe05dccfaca2f74dee0f7957ba075b8e , 928
3c0eb0485be767a3f65320ec9fb2d1895043dbce70e8c01dd2d090a1086e8a14 , 576
caa39bbe305866a061b9606fd8a70280af924895f93db4783a868af5bf96ecd4 , 1886
e80561b8f5668d1d37801c206112aea0b624ec718099e5704862485e292cf33f , 836
bca85754f81c25f3f6646abf1a87cc6143ef6f57a926a6a63c969eff3ea2d5e3 , 953
f2c0729eeecaa40c965fb78062c5801d918a0fe9e628b29092f984a5b27133ff , 533
48cf609c74cf2038ca268bba7be24dfcb5d95a7b7263ab82d455c910c2b80061 , 2571
fa9551323252884de9e1af228c07207be2c1d1f0e96a121e65b78dca83580e71 , 355
8c5eda1626b99e068614697d632b2286f5ec2a15e308ace57ce4af74b76ffc8a , 365
c8e0e468b219263599b2965267c29db8825c846836e0eb5e16da582b14d654bd , 4706
a03f3147e39279ae9139e08134f2233056f25077a17da8eaff22fddbb450520b , 805
6ee56c1fbea099bff559e4ce8da63a320c8c291cfe1dbdf48cce6ea5374c33c5 , 1420
ac5bf00dda9df6c76405c872aeae94c2f17d2efb66cba4a2afbd8ee9178c3210 , 912
27fd6f161c3d08535fbfb5f0577a6beb72f61fbd6d7587824c52f3e95a3ab530 , 187
4b949bff45eeb6a681a5f32851dc03d23a796f1d0b559bfa69057018ccb30fbc , 422
e82e4282613ab60fc5f6f92a26e3575c98e83739861d683170f5950140f52556 , 1936
a39ceb08ec3a0405fe8a4ef3767d9d69ac997aab4ef8283d7425a0aa98b018d6 , 792
400e4ff1894b34375434f1cf5dc1886c2e15d719aad6a589c06c0702446d8c7c , 1013
40ed9f3f3a2a7ff05cab8fe836bc3963fcfe2053a5006717ca50abc4174e4a2b , 2323
d67642197b60c7d5a3aec5de970de0470181804f812234990a031d2da04d039f , 453
f0820c664515f40b091e45be2b40bb66dba0abf84d4959ddc9eead694b552f2a , 2267
43b8ae9700e363210444b79a7fd99ff2f832363ca2a5d320ede3060cf5bbc088 , 1618
4193cb463fa27881c5b66bf8ecef223138dcbffcbf38da6580b879517bc0ef03 , 274
b47aedb042e019e23ca84edcb952a2fe4e0de20cb5aa6992b0f5aba44286efa7 , 408
55564d339431ebcff699d4e72e20f93ca1ee66d02760ca5c9d729fe1092764de , 842
2a0c6f2cee2bf1005b26f60df1099a325d5c9fa3c23a520b5b805f5ed4c20977 , 656
7f86f5df8f9eb302b2e76d5d539161aa1ddfd9a118f3b79575b8c9948c1acb5c , 1077
508beab1b6a80173da9f98f8724b7b86e15fe9d42150b7741a68585b874f376f , 181
04d466e4e51d39c65574a9445f15f0d1fb011db5c5771d85fa47f68dd7befb7f , 468
602a9c904a1e76f48b34b6c198a00579de32ab7747ecd608c3fdb578ed2a70e5 , 5243
c78b90c244e4bb74831a5dce3182cf7c271061eeb07eead0ffa8de54aa2af358 , 825
5232fce756d3de386019e3f9729281b1bd0427351ef8fe437b54fdf58c2f5120 , 226
1f4d471355737fc3cdb80588605eeeeafc03ebf5947df70119e59f47a9f1f69a , 248
506a7610c575a6f8ca316a6a08c78c73e3cd1404c18e2d94af9874b9cfa82532 , 1307
e672ffe4c39b8c91c56bd56a2d1e508137ac70f1e58c935c2352748fae12a588 , 115
2e1b03bf8008775495f1bfa1793d3a49b40be8b9bfc5429b5effb350c0efc81e , 1870
e737d85a63f402960620d774f34b05b66445a68544d07305213a9c3606328b05 , 535
b1a75e42cd0464cf47a86839093eff3c9a01532cde29b124d31d1a82005c70af , 954
ca64e899bc7576c4db361a35672de99b0e78cdc65426f566d53800f360a5e9b5 , 651
5b4ec78be89ed0ba8c9ec9d253285bb018b964e96435ad947c2a96afbdd710dc , 748
e0d8290d72804f5ca43fef6f65c1147c729f76b9305e38e32c9c99201ffe2779 , 1908
dbc9c21a04f162471b5d8285e8a40c1f1894e50bd39d7e125e191e9610338136 , 12
0d4b3b4e65f1a4218954d67ad394d3a7944150dfcb8cf69af00eb440dd5e075e , 1116
1549ffe24f504330d5fd1951931a2121a73451c0934a5af22017c2bea41fb890 , 2373
316f3ddf1a43210e71939dadfebfe1c8deb14dace046ae6776c1cb260ac0c92e , 904
df489a5a65388bf7b3318e6c05b01335bb7ee42b2af8ec0fd4b5d5eb23d2977c , 2306
fe284c62c15843ef0197d554a6cfb429b16ffb9e9c4e02b61a3cb26dfc98aa12 , 722
0f312e1113fd7905d159334524a0094777bc22e02e13e0ba3dc1c67000eeb523 , 1367
1a75dd57b759285bf15fd3932532c9560d8410f9d2216df87a327031bae0fe6c , 1928
2977816427e0d08d6a906ee099c2694bc382a690fcc18330130fb86906d355d7 , 2451
b9e3a095297f4a0cedbeb12711717fc0c3a142b8cb4ede8a18bd95e3fbecd65d , 322
8bdec49d870419be94ad3eff94d9cdde1c58869923a6c16580201c79b5cfaf42 , 168
d5698688ea3792d146612cc1e06045be27a19ec30853251c8ba825796272a0a5 , 790
e8abb20199ee8e0d63f84b42b50175bdbaa90f8dc7ecda5a8fb1582635fe7e0b , 1052
4633704ad57804638c7e6a05c054877c8b0643647263903a7b4435ebdd78efd4 , 2792
d83c479e69e2064bd7a9a4d2afbcee2a4af1d5c5db137f1f920e7213638096b7 , 176
27bc49e0f223a4219c5a65db0559196ad47f17ecd70b8e9df88b06d7c00b73f1 , 5114
8d9bd1834a5a258373a8bb6266b9581f78a8b83831701304d5a44937c4f829a9 , 258
f92e74a61d10369753ea216db8485388dc28f2f8ec05a3fe082e4a429caab32a , 1107
28897f8892199187b13b0ba73cfba7cd4b7e65043e64cd39544046e7893916c5 , 334
95d1400aa31d65da166d07210d467d7b94262b69761a207da2031ca170955039 , 4261
c7e24a061f7a02ae85589bf370211e19127faec7fe2d13db0ec796678ef603ff , 56
51928d0af0e183d805ad3c0ecfff5aa76d74e0eaa88dc17cf20a77bb03e60ff9 , 601
637fcbcf48c63827f05453f4e814ff5e9d1a12be35fdf1f5cbb34fab4494cb09 , 85
5b41d4b206e167efd46106ea9a94c4419d3fd6123e7e24376bd137cbe7817c92 , 2153
6c10520a560af96ab25cb6b0f046ae0bfa2878c1c4e73a58c72454343e089fe9 , 826
228fd90862c8fe91699204ba94f6fcfdef005b6528d1494e08c0720a43566555 , 236
9a10a7e52ee1b527300875907ce9bb5001e6fa96a735fe86e57de1856acef02b , 3684
c3775ffdea2fcc1bdd40555bcaac59bae0da9a4e96ce72dabc399b6c336cf0e1 , 93
50849dc2d6d02c2288ee8ff2bac90e5e7a498fedc3960926d7ab93859119a504 , 314
34ddac1bf59efe93b8283b9813d89510c9975e839dc59360883a6beee9660f72 , 1460
7dd4df94bbf3bc813e0419b26e4f703a3033c7c51be77279ec14b830472141e1 , 1523
229623c632d898bce7809822b6d28a85ab5ab80082fb468da05f77ca55d897c1 , 370
e41e54fc6290870d75e06af63957bc68c3379b57a8f46aeb6f2a721cc539f76e , 20
9f7bbc1a6fd1008864070474b985646b44a08369f2d12977cbbfd2cc79226c23 , 1762
e1b1ce46aabec9e610432ea02a5afd765b8b1a8fb28c2a12c1ae81502ad83a34 , 4882
b667d5580f6b00ae2455a7368ac1edfbcc64195976ed4c155156a9e5a23666ad , 494
74269f4aecb5166a9dbf33293c0419f502ad5515153fffda8dbcaf1a535bee89 , 891
27eadadc1e988d2beaed52e1c6a3ee9d67395cd4c1279755be9989ccb0a5b201 , 1286
b996178598771b2671e5f30eb89b9ceeeffd9b97ac4ac6904475575bcad87f56 , 926
b8660004375ef85ef80824d7503c8f1e434f9a19aa90a544d55405b67f9d200b , 411
afda1c85bb2d911b14a9e98fc4037443f58694f85c46c2a170e1ec6118dd74e8 , 1238
45d0bf48a305b09a40c58c267d873d9d84a0d73a8c92252ce7032f1fb426965c , 1862
88a59f782a25f53f1e78af9aa673d994e43d1994fda07a4927680ae93d5b9659 , 4716
151a2dc4bdcc25763d0a8933c03202a8080db649952c415a1f13dee5343b988c , 2113
f004c52d9ce7198e11ba888500736e94780a80b1075aa5a1e64275107d854169 , 11
a52402fd12a4725e524ffe8b9d923e158e20eeec4c7b5c0cb6dc1b7ae51861a0 , 555
7b3c19851e4a49e31d82f6403370479290c717acae3b7b708c08f3159cf6bf7a , 66
e84f9c2f0e8d0fcf496ebe3931acda7af5f1ccf49232e3061f02b4ed86ebeb10 , 2278
f680ea8d49babaf4376bb7e6cf4345d963edaa5f6ce9c03da16676a313c93aa8 , 18
f7963d721205f9a041ed8ec1eb93d47c93dfcf6a171dd3ca2bde4981f42f7329 , 1180
d53d44cefd11683e99d858b32427df22e67a1cad4d7f70da3f949f69d62353ac , 29
a686d1b7442b8ff0e165fa5d68bff340157abb2ed0a7481eab1c65899e9d787a , 108
4f60aca6de4def7320cfc05d62202dc36d9be2fc5a682683d67bef88ce4b7fff , 7187
5ddc30665c158f2c6ce3b2c9bbf1b6655b5a660a272fb132686e6a7cbe24e4ea , 2188
9c05676ed463d07a68465a6a09fd18d4ef150a812ac16e388beac43ce5c4b6ed , 572
c938314808035fb4d93426963b3769afb6e3a0e4a2d5b0241244d4e7258fa5c4 , 4164
890e529435305d10c1ee369fbd0f0e41a6af81e6ebe8d796e12338b1b5e200ef , 356
0c89d1d999179817912860d5692f32979e5cbf3703a1fff35afefe58f80da2af , 566
420d15e165c8a04cbed521cd49012b5df3817ca059132f8e2994036904ccc9f9 , 979
e695c53778862597d52a4b9aa66c1b8992d7e8c7aa19761625ed40564eef3245 , 1054
f60c3d79825de36f6c262cf9f4a6b32ffd51400aeaea10d166d1faca010b85ec , 614
060169f8cd230698a6d6f509572df1fb72e953572a5d33a80ced3c4d30e9414e , 1440
a7d77886e80b627314c25f1b42cf7aca68ca105db3975eebf9996481dccb37f7 , 376
b375b79d91b6e178f1bd77dbeaa994fa51c0c6e51b0d84c90b7824d84c496265 , 1606
ca9db7e27ba52e3871fa16c78315e4d5c0f3dba2d8c164093c365cd2f3228ddd , 2279
412a9de480ea92508617d9ce9f2bb6cf4e77445b8a4157277b2dffca0883bfa8 , 2858
ed104ec630f694db23568b2d12f370c9d8229b42005dc40c42d3429a7c63c4fe , 1173
e4a2ed66f4c2be842f08197ac374feb8c9d4c4d4d1d07040a5664e908faa0d09 , 642
846c9f2a071212e71fd80b1028bd310b1901bd1e8fa91676f2d6a3d90a906c91 , 736
32652ad6b2264a4be820527624d1be75e4fbddb649aec6fe920c5eb136a66f4c , 3338
d45c3c5e878738596e791b0139ee1cc8fb46488546b83bd0a9bbeb290a54c51a , 235
41beda0ab0258325838e127fc504f3d51e719155eb3eb600e290bbf37216ce58 , 1018
3b6089426caa6beaadfbe0dcc2f44ff2879740336d75f026ec92ddde54ad957c , 454
