Results of 3 bytes, method: ownmethod
9e6ca4444b1419d3f2a380e37165e37fa79ae4a0d87893c16a90f29678b614d1 , 6081
6155e670d93d86c2f74833799b0c4200a84f6831e0bd76f67c7bff374266d5cd , 450
537034ca7fedcbffa4ef0be7942bb10495209d1e72e422dbdff42fe257454965 , 1848
4f80015798375208247b065835440fddcc60d2b38bc4ab4f27d2888f7af2b128 , 21
51604a00a1c97158f036488d57cb9d9d26aeecc191050b1c0dbd1b58d520337f , 903
fc7f595d0718695dff3795d4c9dcc051bb2c53ae6aa9053dc87e972f5643c5d3 , 565
5eded5985338b268b21a649d39be84973e563693860020b63dcf9e3b2e775dcf , 3583
590f076b572ec2cab42a0cf5c0fb28fa4012ded1f1ceea54d2001a5abac7a8df , 83
55e76e53e2653fd88505c3336fde3af2251e7100922d879dfa85cfce52de2bed , 1420
21f0c53dc78fe3a2173140a7c5c3d642ded9e3ae3511090a30967799904e1934 , 174
1b6b51d99362d193f81dcec463cef66eef460cdf733207c7742175a626d4e296 , 85
7f0b78b1a7164992bb1a84df6a66805f7d26fb2f236ea33b063455210409b3d0 , 3248
6d02d2025b5347249d6ae2b91917ef28c86cda8a6669190c679290cd85592105 , 1271
a91d22f01ef1e9e6f923923df77e8c1c0d25d271d37de8c81a538167a07c875d , 791
dc3c58dd2718386d5a41a62214427cceebb1f4191a51655ef4e8ccc639d780ec , 1407
bcf7faf49f88683e6c7948659252d88cf9fd5fb09809bd23321238b8b4c97a2d , 1076
670bd91609f6c0f5dc60b10f605914531be50830098919ad76397e9ae540a8e7 , 691
7827dcfa374e94c8571620572d6197877f0ee5f22f6ca4c9d69540ed8dc2e5fe , 3281
e683a4e5b715bbc3895b79ac1151a7459319caf7ae4721aa72c5ff9cc926e75c , 1001
ad39836dc35bdb1dd2f0661423f4fb66a8f8848245c64567c18587db699c6302 , 867
05044785b2cdcd1e788cd2b4767450257e751d516a8d25ed322563bf81c96c78 , 195
e9383552c73da33433a97be1e2b5ca1e8a380ec028b854e924494cdbe54c2668 , 1051
64951696c54ecc6324df8081a8c191098b41a58938ece856a3d0b8473a3fa5cf , 200
4c4209eadc4c0f2d01a6863695070aad7002540da92616bf24b1232d0091419a , 1701
dcc2170bac01882d463d321977f3137c8aa33af29403ff843bc6d96b1d63763c , 115
28c71c144373a2d9a43031590983784f47e4ee54003f5eefeecdfaf6d7037743 , 501
7269ae8eef0bf0afbbd438977b3c1c576ef0d927247381da798d27a38c02e483 , 507
e09f3341970cb93db3b3785e870b7b6e0a5dacc6f66eda96504f04060b12c73c , 840
eab65ca7ee3511f34d7608ce456c7f62a1b280d848b0b4ff213147c7219b7d0c , 733
6ebb5767d65f54b185a3d9e851e24ea101ecbe9485d16884752e17c523901ffb , 335
2a69da3c36328c34a20ea3b02fb203ed68b7b5fadfdd4086af33e81f718718fa , 843
820a851be4abd92a3d306bbac9f4a47d2c2ed61ec3fa3e146e771ec29ee02118 , 1890
c3e019af1d56c715f74d7d784573d15dd348d91c5f207a2db2e28d0139f55d6a , 2348
7e398ae67e3a78a075e8846f9b1cc43d0e8fcdf77dcd820fc14ac43ada69d7bf , 3269
e500a855c0e50b59143e2690409bef4560a1db4cd0fb6257f584bcc8c002a6d7 , 546
58eb83eaae3331d78976516015c3ee47a65a201bfb627dc59ea458aa36cecf30 , 149
1ef6b032608a155dd666a20355489c910a60c87c936126cde7e973e81b40af2e , 293
3dcea5855ac2f6f33d000a0233f5d0f07fb709349541c8b4afdc82f9ec5ea551 , 1611
cb00cc7b6059f22faff25621ccf5319da4573dd2fce4a6b15a75c42af887d183 , 1002
c0dd8f14b458dd83deaaf9a5998c9cd0cc641a8ea7537693c228006f7854d853 , 781
04122b866c4937410c2c83350d92522dde48524cedc24f5cbc19705a34a6fcba , 2628
5acaad164e0e66cc7391caf108a0b38f1fb8e712ed5a26a6313d2c5b3e4b137a , 152
617b0ce5c49e656081115ea6f4397b05be2d46c49f4765fe10a58cb83f1324c8 , 114
a09bd0af675a6fbe50dcb64d1de09366989040cbf99f6f46d605c7e0f4063f24 , 1739
49b1b84f697c788e6cfb0cbc1656ce9cca776d84a15485cee5ff397b0e90e070 , 1215
0c9b9b7ef9e7375eb53027691d7e1c9b6ca13b67c0d7abd46e8622b1c8378157 , 467
a93c719c24967fde71b023d8bd6081529937a767795f1780dde8ef2829bd4bb5 , 1329
ca3477178b72f7b50225a2bd730a542f7a9a2868a44b4ede18b1a9c132205472 , 321
226ab759a3c1cb0308eef6e2847d3de6de7287a636769a1f57a74a154bbba6d7 , 1669
6571ae058105432e4b9982867ac4a47da9c37ee3fad4be25c4196f10c6dc2db9 , 460
321663b39ae9ae6af42309c5830e541b0d736204097e8a0c6879ab42072b4e81 , 1810
3258b6658a0a7dc24f87dd23fda1fd6568dec66c63d09b2d8d27587df775455e , 1522
08f13401d338683f9405be8ec9e0569713079454729a74e7dfe20454a5db0b8a , 2924
54c1d0c90baf3c8524a72df1df16975112e97c808549fede1a3a2ad71ba9b980 , 596
5683f40d0a7e6ee81ed62624086e1a6285adf9b78c54039cd18a3c96ca9e6acf , 215
8d6523d8f59b7025e303bb7bfbd82738cb8059b914e6c5c5d06087bb9f7483b5 , 958
35790bbf171d700dd560eef9e349078bafb260fb3fb860db88c52be104e1e228 , 486
0cf576442bfaf1a8bc4571d4775f93103495b3f4d6991e3112c75350042e4cf4 , 852
2b3aea0449d022ffa8a40c896f2c96ba293e504ee88f38ede5070b1897acff40 , 1639
ad48c3e9a831109a64f0ef2103ae3b0d0da7a0182094da4b86204b92c1c150f8 , 522
ff5b5f3a8895cc9c6a1fccf45c25d0cc48f47152220974f58cf480697336bf96 , 3663
34f8a2af7204e32eaa067cfb436d157bdf98e15fe53d032bdb8e518988546119 , 1137
733270fe23832c7430a22d94c96404eecd1a09643ab04e8b3b90023dfca8685a , 1980
5fafae74c83c9947c834b467f20830b0368ec622d50322ea064d47fc1c78c986 , 1025
a38f962a574231793e0fa2d939ce57823b5d98a8a898601d677395d536e592b2 , 393
05631dd08dc6df876138e734687193f9fbf286f94d1afd275887e17117aacb95 , 1094
3b25c142831dad7655340107ed675163ed61b192961df8ce91aebb2f629996d1 , 1912
398fa45525e3dfb88a7bdf0b414b227d99fd62632d96449ef97e54bb7e04f489 , 368
2b2d07eb74e7850a0abaf41d4a659be33b8bb705cc86b4b1f10f44af1576d805 , 67
86a182f599267048460ca337aad24f82b645cf821b242a1c85b3bbdf69b38d8c , 1412
05a04e03e60054c78b93ab8acefe7b80db62c43dd2388ed6cad871b939860ecf , 1829
cbedc0433846bbe6a5646ca991b2fab1ffef677c6f28b5420360da1183e91868 , 1641
ffce91548628fa442d06adc53a5e84e34d835ad944fceb4542898fceb36821cb , 674
e3e9184cd931502367c79d2ee8f24541df593c46fa64fd12be5726ac26d664e0 , 2469
065066667eb1073c47d7c53482a95e785c8fb9e276532b2d51ea40bf9d46aad8 , 1731
e5beefafed89ccf40c61f54544cf5074478b78a23e9c28dc75aa0571c13b537c , 668
9ad436ac48e7b7996a7f1e3813f3ebf9dc581057dd280d203e53582e4098f63d , 1909
5a95e18f6ad6138b3a9bb37558028ed823d8c83196aa279b5196b75e026e5e87 , 1455
a6775a30934fe9b080165ccc8a5b1de0612dacdd54925a4da2a5f48875e670c3 , 2064
b60d460fc966a4ad1226055a0b61a5cfc8bf6f6f32e0ade08d1ac0defd993061 , 236
5a0a29e2d6831e0586c56c4b1daba27edcf7b6f2207b0a74f35b342fc7e5db0e , 3326
c3aeeaca427cae1923875947526b7bb909ead15ca00f146824af86b0d07b8cb3 , 131
49acc37541bf277b73ac5b42f837f7d3f737ecc3cb4899f9ffada9a9f94cf792 , 1208
804cd1b27be87d5fb1a7360827f934e41045ae938761eb19aa011ea704962ad7 , 1848
eed6cf74e3c2561c1b68e2c2509819f4ceb20d4fdb027743cc84ebc6038ef4a9 , 241
4c3fd2e3ac3efa27d5810909a3901eea3e488b542ae3389267b0de8b343cfd85 , 435
da7cf1cc831b57ae207dace14bbdab20029b6071d1cd61a79887e03e9b15edd9 , 806
ef7ba1359c1fb7d07d073cee69b7ed8e4e146e0450985a33977a1ece22e03e08 , 1891
d5275c1480a54d3730f2360eacc47c38f3cf5f872e86cbdab7db192e4399b2f9 , 612
90f3fd0ccd66b760ab258c4a53a1da7794d281694fe9086bf80743defd977689 , 2299
269d9ffda37c4ac05e7dc54f798823a283a9e36766640e18ae76ed5eb8874e2b , 568
2058a450386d9e7557cde2b5277dc3cdedbc9c10519e0c7296c21b5f123e3892 , 23
99825e5ddd4e080da0d96bd780eb065c3198b2e8f00aa2eb8c84ba545f99e15a , 4231
e16a1e765251c3bd9e9bf972d778385294d55778bf0d21d27fcb2ef3399d3c80 , 863
53b2ddcfeacc724a66470dff15a2964aa3f897dfcc232dacee929fb624810e13 , 943
ad3e05ad9ce144a6a1d8a1ee424507b4ef7dc650c7b8828689bbf7789318ace7 , 895
04cb0a3ee3a80ea3c60d616f8dad20154708673b0498b534c9d238b1a3967d61 , 350
d29de8f6141619227a7eb858c335bd672f0d7dbea503380d5d6452eb1c186900 , 2236
b6c24bc482534c7a859f4c4c46a964c80e2a67d1c2625b91615aa1058c6b3062 , 1901
d617b92ae0c7d1c966d57b119b7441e32b720afd3f10268f2c062ebc57894d8a , 1488
a15557eacbc4bc960a4e4cb27f5d8f1aa6626f601b7ded5188c50be4205950f7 , 716
f7b079deb5687879142387042844e6d7f48c5db97ba6c7e2785134b8a6c54952 , 1056
ac00ffc4da40b3d2fb1070b159dbf413c16758b7d5dc6dd3702bdb897e8aa2ed , 655
f94ec04f029b6d6f61f2a81f7fbbabb08dd69115e22b7e25126a362a60282d49 , 3560
65be2cbdd522c72324ffec6c537970b02caaca7eb6ae71d86b7075e13234e947 , 388
10c1035a4eff23db8f0c2de0534a448b361fef4a3b20588a375e8a17d8ddfd60 , 64
0bc35f1030fabdf3cc9f19a4240761dcb9a9343a0d3ba719896c633cdf482f4a , 157
5ff6296ea0c2df4e554bf89ebc99636e460a14223b93f1acb8ffe44dbd71d625 , 5029
58c1823329eb24a528bf0ee24b485666634239fc0099b4400ddd88e5bf93ed2d , 184
b94397d249b27d942d20ffe47fb783b11f9d3611fca79d3ffe2bd9c1cae6bed0 , 2341
c90f13940f19d5967046ce54af2b1ca75c152a21b86ddd38321927fe18eb6dcc , 567
a2d0991d44607b98d86141cc3955330460e32c932ff28027798553fea926a314 , 1474
97b5003163158c6df7ebdb934230b53ab1f8dc38918b4aa5b7f2f39814252b82 , 152
29c347827f3ce388ac0ac54c7c587a076cb1f900a18cb62ad830406cd8371ea1 , 1960
44af313db2f0f7effab0e1caa49973eb674c4c9ed0f9232571f6bbed317bcbfe , 1551
07e917ae249fa208db05efbda1e859cfaa234caf32e800147b57774d09e26553 , 2393
6a7d79ee4dc9dcae6b2663d37d25f960a6a7f53e1a76dfaf6656f5ec5c94d801 , 3105
06f817df1d63185778a0f79b4929c09e4512d8c9fe2f6f373ce2ca596e3d4f43 , 213
2ed888384d879c479a6108c4e2de33c30e191c3d2f83ddb490e271cb503cb1fb , 1371
e8f9d5e3c912d04d9d44cb486312dc3d8d42f38faec945f645c65959830ab5a8 , 2391
0c24ee011f2be1fbe6eee4226f440bf15c4b0a0e7bbac1e209eec18c0aa35ee7 , 544
36f634e6d0c95d01fbe7b7fa1ab43a91c6b418ba41b89972ddda96338c361a30 , 3319
cd72c8bfb71d8e17d5b571dbc4c365136ee50ada7aea3db3b27ef8fb715008c9 , 766
9d7d46566d09b509ed2edd280ccd48fafc3609d133cb8171310b09111319cc99 , 1175
fd1fdedd397458704111ced47d3bcc237a25e852b2460e29228f2047754c2b61 , 2522
ad57a3296ce7341f8f3c187a45dd2d705abdbd5f9206b3e6bdb8a267de7d6f37 , 292
48c7c1b010756ea3a5ab439309a64ffad47718db0897b04455ed1686320afe1e , 800
b35e1bd9b84d4e0e17fc69dee19871bba37fcb15c8fc90c62c1ee382bcd97375 , 13
dbc26eea68265c4e44e7934d48bf2b0f640c456797d05a6f013f8c2a39146b75 , 1094
c61353e99148c389e5eb602f654ae6d37402abd47c72b2435863c4761b0985af , 1224
dd23d494d4dedffe285b17973acb9f4acb653fec632b1a9bf1c921d1f491d639 , 2248
42d02362713a9c1655508063b748cdc9af1a04cd663d5ec533732ace6a887a5d , 15
ff7b4062a41488a5a92c001136a2d2d56de32dda7275227b4f893a6b1d304885 , 226
f4825a97ac6140cff741358a3b3e7394a43aca8990691e4e3ed16ed8a34dd5d6 , 2690
72282043320ea78bda84004447612069207943e5ac867e413e872e72830b614a , 187
081437af257d3e430f37c4d52c6f6e26f38c743b4c7bac421f70ae5907bb671b , 585
5dd2b67fd309b82ecef3b6a8970fdec51a63a7e94658145e5341300507c4f63d , 747
bd665531360868064eba99c7701b2b22bdd32022ac83bf2eb66139601fc8d183 , 3315
4faf90a749f7404d76d6807f626aebd5fb513f259352f415b276d185b04bdeb1 , 1740
f3b4e07b047bd0391f06616fdba4038e37a6dfecd3f75660d0606653f24602d4 , 1712
fb5de79cc6f3aaaede098a293877c349aad5c648957990ec64eb68b92f7a6302 , 184
66ab4ef092710c5d7a095722857435ef68c9578efd6bd42c088e24012aac861a , 45
78ec5bace139c314aa2ea622254a4a1ff52a1b87a82f9a172bfa58c3319b876b , 319
c2063f4768a98248f3628198e022406776021715fdad4d6fc056567edc7d9f61 , 3262
1caf423e7bb3e0e3220408bdaa2f9c38091abc4dab2a112c80ecfec77b82d128 , 90
932cca04d9b56afc7605c0f0f39d5c05213a178ca544efe3d8b56904f9720655 , 1451
340fbe9921e1246f5efe6d8c94dc2da89406fa84919344113c96333754de40aa , 2233
6fce45fbef557735377000c8c9e18ee0b426aab96ff01d6c5c852ca711c2cd79 , 392
b9acf3e5c1acd7d5d8f009ac02dea386b3a21ef77bca787d93ad8437eecef0f3 , 280
49cac3525a800c8bd8853e44afbf32bdc83bec8a6e680d907b469acbd39d7538 , 176
f83b460a2fbf9c7d1d22aab20969397743b9619e71bbb5011cf4b0ad8babf387 , 3571
1b6f541498114ac7debdccd347d76c913259f6cd9375b53104bbcacca63704f2 , 199
9839110334e69f75af03286abe1681f3b6951f420d90af1ce190a6da25950272 , 2542
be05624f43e0703ce0f4619426c0f079cdb8a814db456cb72330ba608e4d3b49 , 2438
ac0506b8915cee02553002947c572e501407bcb69c0665268f232a2c78e1125d , 76
fbcfb878857cdf830f3850ab515056a54717a721de676dc6971cf6e3b1720a3b , 643
d313e35811f0d1f37d6fdc12fa83e86614a8f25490c59c5d896bf7306e578b44 , 384
f86981a56385f24c804603c390a671af193f19f5c994c84502a9d47728c71641 , 2432
1a78daab8eb7e5c873bf9d3d487289a4ff66935b97443849c49563a755c89e0f , 210
c6a53a9219b409f5fd56e4f668b67769e5c3849ad632f46eee3612aff28c38e8 , 1043
cedf28b8dff1fb0100b7b23664fcaa552ec6f929fdae1662bd0a1bad6405af79 , 829
0dfd0fe9fda05759d29ef4c82ac300f72caed975496811decb5cf7f008da5071 , 751
dc863ee993617c72d2f6f6fd583abad2451552f830eecc0312e01fbe38f3780e , 2207
36e75a9f919b7362938be9eab74583402dccfc8e030991a437bfd19aa15f7050 , 28
8867b0d41333b91117d24ca6b7d3a5acd312ad76e2708a3801bf7f948e7a078f , 3332
9f4f43f020272551ed9d3521f375d07ba9cafde54527237010f0648a3af5ecd9 , 261
9ad35775659dea1321e3763b72b841e7bc5fce53ee0bab3f3126ef7c2bc2dae0 , 5566
d358fd0a8415519556dad779cf6333f9119609842f3248c45c1b9a44fb6ed3c3 , 983
f98e7f2530ce569e42075b9e5d9da89a1038a31510e72c056b47302c53f19424 , 808
dd15e412ea31aacd5004cbcbf3da2f3f79f6bf489219cff9bd7eb65da5189b30 , 2369
f93781d715c7e016603010214690a05d95ffdda302861c94fefdfa87c1249412 , 907
252f08b0abc0672b388c7c59ad9fba8fa3d6214c323a0782b93c8ca69b58a474 , 945
2bbb1f4f7d60fb8fdbd0433043f9f9d39a0ba8235e6616add1cffd781942c01a , 48
169999de740c3d2e46dfdc989dc4a13ffb4815b87f8dcee3798729093c2dc23b , 348
b63a5f788f33e322943d1043e9c5ace0115cd0c2bf194c42a05469c77bac293a , 1108
99695caa8671835edd5edb0d49379752e4b719fd4701bb0c102f37ec5f1b4684 , 1628
7dc110ae28f5473a18f2786b3fe8d9abb4b19d4f2aac2be72d219c7aada1e5d0 , 1637
90f6e5bb1a481a21d27d9d85e644fb6fa3aee60b3a20ab5baec0eaaffa17114f , 116
6184d499ae7eaa437ea4f549be5677a4f7d0fca861354c840d2be60f5fd75384 , 26
444fc42520aecc7863eb9919928ff2b4ba649d34e7093e9807560a2daab857d4 , 1915
42662ea8a023668beb4d9cb740e23b1b5f5901efdf316e7eb1d93a4c053963ac , 249
bc0a7b25248214080d28c728ca1e211ef3b27749d3ffd58298bb5f89bcdd4b18 , 586
3811eeee40741e14bb3122711756d70f63b3e92dd75e35ad01bbc401605450c4 , 1006
f9815e2c2bed21a4e494c18d1fd7c211b138dd1a4f22579bee7154918bf23ea3 , 792
4a61e7698137245280cd047f70efa83817fdb22ac2be1880fba703e47e76a0c5 , 1564
e6e36c389f8d212c3b0aa08f7814e567a4518859927407c4430411be135ef3cf , 409
15de10c585354de141ff72700849b80fa5da5c4901a50b18c9d105d300f55163 , 980
962acff22170fed38f33ed609a4e64aad2d924efa75cd01b8ada3ef043409a6e , 1575
985dc1d4b01435dbf478f533c5eec43d0a69ae4134525553d353e084e6ea0ba5 , 603
7b9f559e721c0a800f78cf7a52723afaf6be4e8f99e3d1d41644b274f9d34886 , 537
11533cd1ca7d023b6b386717493c5f82b3bf508a276d2bbc25f33c639cfdd066 , 2775
a1e0d7678577c77b9451567b42f7280d815ff229f69f346bf7aff0963e872d42 , 579
a9061940a1f1678c71ab65429dbd15d7d0d59faff5324e3a3fa045030bb1ae7f , 427
3f2694d60a20897500d556171c535df4bf364e1da0c8ef8b3ab3585521cf4047 , 1371
dc1bd0dbe5d6154cb882ba9526fae323f2df5cc7323a575d9a8a2b2c98f247e3 , 574
5f23ee981b8f1f9ed9347ef5386b05fbd1f4d663d4e17bc69b82c211a575fb69 , 3490
fe2112a0b940ef9e599be4b416e055606f185c7b96b16d042fc5dc717e8f13db , 1282
8afd1e03345dddea0660f790f5e53c840edf6a989bc42eb287bedb9a9b159ba2 , 170
f4d0c5d6420c633c6ffd3358ce2faf45927cc3469f2c83b8bcdc79cf58244669 , 353
c343d44126632b0119c089ef386283949da378ff199325642003f472a69ddce6 , 909
db6b2049d8a06b423320d718a859c417e66882a806eb7ccba4effe963cdf2885 , 490
112342bf9aa2be3a133bf75ea37a518191a6fb8bbf43d52ce67eb33340688424 , 539
ebed1aa05a6e04a05e90ff5916cc06224617471b469ab6be05eb2d2a547b7e51 , 338
de2160a4af06c26da0a5dba840c80acf8d307cd35369951eb841b8d42ee29ebc , 453
8de9c236e665f661884611d62276eb2424c28413870d90a6c26da70564ec0cf3 , 888
ec5807cd1063e67015d093c5a0500b01ba4f3100fedff7a81b6a471295b8cf22 , 623
9825a525655d8d9173450ab030f85a204ec80ee277342df3af727e2662ca4c2b , 490
32af55ebf40bc66e520d583e0f9306bc293bccde1cac085dc3d8f31d7eecb4bf , 3021
0cc579ad4aa0e86c8e4b892d9013a6edf016238a97d913ca90de779bfa083b7b , 569
47d496a1bdddeb3549b541c0d8f57c41476ae65fa9d849119e4b9d839f4a2030 , 694
1e5ce67801e9b586ac173479c64f110143a301c8aa24ade83a5ba4a906766693 , 1459
f7922f49cf5b87de568038f81fe23a7508babb00216bd698e1cfc50d1cc04e90 , 3333
526111ffb9fef516cd3f8254c195dd0c6dd1ca6499fee00b03600bf23ba06340 , 426
794be20bf518d290bb2068cd221039da72a8a1084967cd7e3a5bfd05fe6c22e0 , 4598
086881286f12c5018594509f9125575185c69439f9d1f96b14f7e089e85d224d , 518
ec91c1a7f89c4250d8c0f12a91f1fc29ef857a2448aff5e964e0b4d0d347deb4 , 39
906f9a6195129f8be1db766473ec89771e54f958ace7e7f4b6550f6215a5eb42 , 1042
c8b5df2e81d6df107e4c23d238cf4fe3dabb03b06ada35ac4ed57a5ab03af286 , 587
7bfa819ffb83eff88caa9deb9d892ddf33ff76e2349227a5bb43c27d6e135568 , 2332
752f3a0f59f8481b11a858c0cdf5f1ec839f8dae8449f2de609ec317fd6379a9 , 379
abba00d5b7be1454ebd7f061980917914ed1f267203e2576c0a81d2267e85ec8 , 1058
8d0276e66b9e5e38ddce51041100955a85efc3588bda6a9de43c355a2687ed6a , 459
a52457e39fe7432d8e35d36209c92e340a4cef158dc8912ca2c58d2089384e32 , 82
fd9c31a0fc803f4a1dd7bc8138c292c21bc6a573347101189f6361e66a084b76 , 1823
d80c83936d71b1e48e00b228e4aa768a6397bc7bff2c8c310b89052869a7522a , 402
f85eecc65432ba80a8d1b474df34a8768a8441f66fbe7822da9c329bd41e8c05 , 618
9c5d7d9f890b769fe52318036fa878d90b4682f54850339ab231379dd5c474d2 , 69
063b09dd3538417f8a0fdbda934fcc76877363ab26d29b2865472deb02e434d1 , 2211
b19c5e9c91cf5cf6fd629c70cf40864fd6676614a1dab259f937928a56396eaf , 800
340af41182c4447f79ced76b86a68411166e7ff829169eeba06056dd57aa4d78 , 2419
f845e85adbce80de3867240f46d247e89c95d7bec5cd7953b05e93a5c8c09997 , 347
ca46c526e3468a2eb93a9af61a6ab421293676a801e75def6a3f0264ae77ec1a , 5545
ab4bbb16f38b3777ee9e80c162b3ee9aac86bdb374feeb6fd521f5ace30357ec , 1472
1177e6dfb12e7f7a2119e0ec5ccea294c2ac1f85cb1135a43c8cc550f4563237 , 615
99420a50795826e0691d60f9b823a66e545192f0f5f98ce9a48a105eed2c688b , 1585
e3c62d3d3a188962660d87864ed59145b33eefb643fc93e59347eb84f8dae674 , 631
c27a9f8f5a6b3586ac4f2aad0b2c977334d58842948e375b9d1834adc2e2b85d , 1629
9946f3a91cdb7cff0e24d8ab198192be9f86ad2e5e277f938202d60a4566829c , 2511
e4e187a16bddf6cf480fb0ef43740f26faec49009cecdebf3b3e9cf13cd4386b , 1857
0a1a933d92a031d3077d205fc3566330601ee93e16270571fbbe3288c7313ab9 , 1005
40fd9fe162d1db6417aa2cb43b987700b02d9d8d4856e6fa436a4ed7edf1828d , 61
50ebcbc854dd2f2005a110698490dd2ab964631d425379330dd4ebb0381aadb3 , 2291
c11622dd6e2e8f093653e647d1029dde2211c7705c9758eb957417250b508a41 , 370
8538962cb249abd947e64fb9a15aa9e8a418a94f13f4746744e06c568b27e845 , 133
03ddf45a555d59d9a09d35fb6c2eb8267d395c95e6e4dfba953ec1f705b96de9 , 142
fa2ae3525516e2d3ca8f142f5d5e5ba86be614aaaccc4e9c2f813be26829c207 , 775
80f7785a66982978ad34dc6a2b54c1288766031e99874fd226942b50689c080d , 265
e2ae684597b7d96cac177c75b5e98eab10a9d3a0b28e76c1d308ba6bbc576192 , 2286
34d8a59ee3be792da4248015d3909114373741ebd49a5f672a34e64d43cc0e8b , 2453
783d4aaa43254bcff096c758197dcca356b3c82ac5569aad7a095209b8a737cb , 0
00ead0ef8485a00a48a085404cbf163b3ad3aaf619af00d34567a8b416f67aa8 , 748
8b2adb865c941d6d45128a6fc5f659030dee7442a01188fa52495ced4823ea6c , 2084
3ee4e2c0d4f032c0ce796166f91a3208e3097b549e6e8815c8630072a974d843 , 1997
6773c89fc3b0327ea5fabeeecb847433ee4d7323b1b086f57629da026da302dc , 1216
4988a27c37ec5c2e85d83a3264e67e3ec4b9b93f7985c191ccc11b97e869387e , 1143
168f948659e5f80dfa0e681da92b06fd1f3a94c7f788c68eb4b3f934c8eff82c , 931
6059154b0db5cdc426159179b9b44d324321b3eb3186a309b2877fdde2511bda , 92
77446bfc91a1968f8146b9f4720c40adcf6c33d41f464623e358dec49e10e7c4 , 367
14ec070d18dcbb43336f6ce6d9b283459a76384236805626b21e51c6e7402e5c , 733
f1fbf228cdf6e23647332dc2b5e61e73a62a20bc7fa71f17a56dafc3d97a7766 , 4685
c043f842234fdd2f026a01afb7747ab8ad503171bc6bb4115204492d625fbfe8 , 241
84c6e3b65bd6d1484761e9ee5aa04156be63d6be4573fbac9206cad4c2545a71 , 1369
e4bd99439cb498d8b301b65e4620982af3a0f39a01aa3fbc4e9b651dfd7d4198 , 2293
8e1f48e7e202cf2cfa4c7f8788645cc92aa811876e9fbb8d488785a07968fd60 , 1685
31860668ac1cae8319d6e4d9fe547ef303f4d64e72da84322e777103295fdbda , 339
5e01bcb894dd07474c9445dfdcc67f33ba24c4878c1790e91162840d46895965 , 3321
c26dec8403385cf9f48b2357c7b5fd635ca80b7b9da2165a62543bb8105cf8a7 , 29
5b0853d898019933ee3701c4f906ec088d4c529c841d743a13ffc746bcc59196 , 4194
caa25992f19849bd8c6ed7d5ba405012122f76b38cecef198b72cce1bedeed14 , 4196
994dbbb20d3c6a52163e72e1e2378b06ca65993f0bf760bdb6879792b60da768 , 4449
db3889f6c6c9aa82c4282bad07aeb080c056425e4e4cf8b05f529435b0b8d190 , 396
796a271cb7002741b54219f7c607f148b1f6c99c7834df0afd612657a05b5c80 , 997
9cc988153065b4338c671d76b4e8f6e675cc635a8b12a313880bf83a849bd203 , 1570
8f64dd1c853678b2eb0b1b413efd565b33f3c2766190e95c4a699922af4b5e8f , 369
cea3f6a9ff970bd9c0a75b3ff65a8b21199744e0b20aeba8ec38006972637b89 , 3111
705883db0d34b9fda80602898ee943a66091cf9b5d07731d2f05bd3d53de1956 , 703
14689ae9684c730c00cea5c1d8be6eb861433cbe129d4f32c72cdd341d8632ab , 242
cf02096b6dc5f8927266bdb45e80c1c063455e93cb33e56ec7596deb76ae37de , 233
38621ca260521fcfc3bfc6bc1f9526ff7d3683684b8e48f94c571d66cf63e956 , 2751
fdeccfdaba9ee0d32c0d125e0aff980a2efb5eac4c8cf5a350c0426662221091 , 84
762f1acf5b76eeda8cde5d208e7b72f3c60bb675c48ae091e5ba9b73c94634d7 , 380
45b671a94dae0dda0bf3fea36a8da7c426f19030b9e9dec6a56c90033bd2be2f , 1046
71e4c5bd2c7d7ebb1e1c0b3420488818f7b350996b7d89c72d882ae05510a842 , 1308
efeced3fff70b0d00b4ef5aaf18d50a5da0090dc9214e9218de421a5796915f4 , 36
000997038704662a8a5ab7c94b82d998b5395ffca30eae1b7ec436cac5b812c4 , 453
756aec7595cb6de1ce583283130de89bfc99bf96292f1d1416ceaea8f5e8b962 , 998
6ca0f1a13cb8f89ff3f4733a3498a1d421d15f8cc9d1350528c41f2a4ea2a87e , 9
3bec0448a67157a60c7c889b14e1e33a7182507a7ab3e56c7d4ba75c16b0a8a6 , 2140
b6f579f9bc40dad2f581bef0e0b4dda9d51228522cb9a021a7809534df76f442 , 1127
f0a51fbcaad9d868b94bc117c46ee24862a988376e1d256ff6482a9781aed7da , 1550
6543851e7ffa3349a3dec420cd527201ec40427056099d3cee6c9b7259d2e170 , 1961
1582dc4a7a0874b1ba97c013c37d180a9827ea3b55ac0ed22e06f4d598304bc1 , 859
550bc3fedd470bbc4d09d9eee535965374a1195226954b05a110b02e56f2d8b3 , 832
b3ecda5f8a844f6d32665d2530b098dcca92952af4a28f164cf27cca65233b96 , 1377
2d7e5ae9c7e8907428db27a29739128ac29ce417e1e9f9ab8018b9e2ba3f1f1d , 4608
6e254e7f5901971065d7295fd4cb673cb3f2b6832f635b124be6bae1b46fca27 , 729
b6b675a2635384acaf9ed2cff6124c46b461d8e7574adb4a85a1f46abe23af8c , 763
99daab928f6af785d80089cb1c52d9deb18202118395f33faad06f188023a89e , 111
0fbfe840a4262142851116a989e22d198ab150e8dd87813adccae2354df18081 , 3073
4cf7c686d9ccd29e8a80d1d70eca311d0d36c88507c44f8867eb90a7a764a32f , 221
